title,abstract,mark
防疫物资委托生产？商务部对外贸易司郑重声明,防疫物资委托生产？商务部对外贸易司郑重声明,1
江西丰城有4名非法入境人员核酸检测呈阳性？,江西丰城有4名非法入境人员核酸检测呈阳性？,1
北京新增四例确诊新冠肺炎病例？,北京新增四例确诊新冠肺炎病例？,1
北京市西城区人社局发布“第三批疫情损失补助申报通知”？,北京市西城区人社局发布“第三批疫情损失补助申报通知”？,1
中国的新冠疫苗定价高？,中国的新冠疫苗定价高？,1
武汉市硚口区和江岸区又有新冠肺炎确诊病例？,武汉市硚口区和江岸区又有新冠肺炎确诊病例？,1
烟台追踪到无症状感染者的密切接触者达两万余人？,烟台追踪到无症状感染者的密切接触者达两万余人？,1
岳阳一男子确诊为新冠病毒携带者？,岳阳一男子确诊为新冠病毒携带者？,1
鄄城出现新冠肺炎患者？,鄄城出现新冠肺炎患者？,1
四川内江市一医院收治青岛来内发热病人?,四川内江市一医院收治青岛来内发热病人?,1
十一期间武汉市硚口区有一千多人去过青岛？,十一期间武汉市硚口区有一千多人去过青岛？,1
毕节七星关出现新冠肺炎患者？,毕节七星关出现新冠肺炎患者？,1
山东临沂出现疑似新冠肺炎感染者？,山东临沂出现疑似新冠肺炎感染者？,1
钟南山院士到青岛协助疫情防控？,钟南山院士到青岛协助疫情防控？,1
武汉协和医院确诊一例新冠肺炎病例？,武汉协和医院确诊一例新冠肺炎病例？,1
广西浦北出现一例新冠肺炎病例？官方通报来了,广西浦北出现一例新冠肺炎病例？官方通报来了,1
去过青岛市这些地方的人员要居家隔离？,去过青岛市这些地方的人员要居家隔离？,1
绵阳市安州区新增一例境外输入病例？,绵阳市安州区新增一例境外输入病例？,1
青岛国信新增一例新冠肺炎病例？,青岛国信新增一例新冠肺炎病例？,1
9月28日起，持三类有效居留许可外国人允许入境,9月28日起，持三类有效居留许可外国人允许入境,2
岳阳某海鲜摊位刀具核酸检测阳性？,岳阳某海鲜摊位刀具核酸检测阳性？,1
漯河又出现一例新冠肺炎病例？,漯河又出现一例新冠肺炎病例？,1
云南瑞丽猪肉价格每斤涨至百元以上？,云南瑞丽猪肉价格每斤涨至百元以上？,1
云南瑞丽某珠宝店店员核酸检测呈阳性？,云南瑞丽某珠宝店店员核酸检测呈阳性？,1
阿联酋批准中国新冠疫苗投入使用,阿联酋批准中国新冠疫苗投入使用,2
瑞丽市全城都在买菜，超市已被搬空？,瑞丽市全城都在买菜，超市已被搬空？,1
联合国大会通过团结抗疫的决议,联合国大会通过团结抗疫的决议,2
张文宏获无锡奖励湖边别墅与千万现金？,张文宏获无锡奖励湖边别墅与千万现金？,1
云南瑞丽将全员核酸检测,云南瑞丽将全员核酸检测,2
接种流感疫苗对疫情防控有很大帮助,接种流感疫苗对疫情防控有很大帮助,2
中国新冠疫苗实验没操守？谣言,中国新冠疫苗实验没操守？谣言,1
云南这个小区紧急封闭,云南这个小区紧急封闭,2
抗疫英雄揭新冠病毒最可怕之处？,抗疫英雄揭新冠病毒最可怕之处？,1
乌鲁木齐新华凌市场等发现新冠确诊病例？,乌鲁木齐新华凌市场等发现新冠确诊病例？,1
上海杨浦一住院病人家属核酸检测阳性？,上海杨浦一住院病人家属核酸检测阳性？,1
中国医疗队通过姐告国门出境支援缅甸？,中国医疗队通过姐告国门出境支援缅甸？,1
中国疾控发布新版流感疫苗接种指南 这几类人群推荐优先接种,中国疾控发布新版流感疫苗接种指南 这几类人群推荐优先接种,2
上海一名新冠阳性病人办住院手续时跑走？,上海一名新冠阳性病人办住院手续时跑走？,1
广东饶平进口冷冻牛排核酸检测阳性？,广东饶平进口冷冻牛排核酸检测阳性？,1
益阳市资阳区发现一例疑似感染者？,益阳市资阳区发现一例疑似感染者？,1
湖北随州有学校通过核酸检测收费敛财？,湖北随州有学校通过核酸检测收费敛财？,1
北京：入境人员集中观察14天两次核酸检测,北京：入境人员集中观察14天两次核酸检测,2
韩国釜山金海机场国际线即将复航？,韩国釜山金海机场国际线即将复航？,1
网传“中央工作组来新疆部署防疫工作”？,网传“中央工作组来新疆部署防疫工作”？,1
武汉中华路小学金都校区有一学生体温异常，核酸检测为阳性？,武汉中华路小学金都校区有一学生体温异常，核酸检测为阳性？,1
内地借抗疫“收集DNA”、港全民检测是“利益输送”......,内地借抗疫“收集DNA”、港全民检测是“利益输送”......,1
广西百色市民持失业证可领6个月疫情补助4200元？,广西百色市民持失业证可领6个月疫情补助4200元？,1
益阳市赫山区出现新冠肺炎患者？,益阳市赫山区出现新冠肺炎患者？,1
成都市民可领社保疫情补助？,成都市民可领社保疫情补助？,1
新冠疫苗正式投入使用也无法真正战胜疫情？,新冠疫苗正式投入使用也无法真正战胜疫情？,1
山西省介休市妇幼保健中心检查出可疑新冠疫情？,山西省介休市妇幼保健中心检查出可疑新冠疫情？,1
喀什地区发布“有序恢复生产生活秩序的通知”？,喀什地区发布“有序恢复生产生活秩序的通知”？,1
天津王顶堤海鲜市场全部停业？,天津王顶堤海鲜市场全部停业？,1
中国在巴布亚新几内亚进行新冠疫苗试验？,中国在巴布亚新几内亚进行新冠疫苗试验？,1
徐州丰县封城？,徐州丰县封城？,1
武汉9月1日起不能用医保卡买口罩了？,武汉9月1日起不能用医保卡买口罩了？,1
新疆奎屯下周一全面解封，恢复正常工作？谣言,新疆奎屯下周一全面解封，恢复正常工作？谣言,1
新冠病毒感染风险与空气湿度有关,新冠病毒感染风险与空气湿度有关,2
新冠肺炎诊疗方案试行第八版发布,新冠肺炎诊疗方案试行第八版发布,2
秋冬季新冠肺炎疫情将卷土重来？,秋冬季新冠肺炎疫情将卷土重来？,1
失业人员可以领取6个月疫情补助？,失业人员可以领取6个月疫情补助？,1
新冠肺炎治疗用药纳入医保拟新增范围,新冠肺炎治疗用药纳入医保拟新增范围,2
学校食堂员工须持核酸检测证明上岗，不得售制冷食生食,学校食堂员工须持核酸检测证明上岗，不得售制冷食生食,2
国产新冠疫苗预计12月底上市,国产新冠疫苗预计12月底上市,2
东莞市茶山镇一企业确诊一例新冠病例？,东莞市茶山镇一企业确诊一例新冠病例？,1
陈薇团队获得国内首个新冠疫苗专利,陈薇团队获得国内首个新冠疫苗专利,2
高校校园内的学生和授课老师可不戴口罩,高校校园内的学生和授课老师可不戴口罩,2
武汉一社区有患者复阳？,武汉一社区有患者复阳？,1
云南迪庆出现1例新冠肺炎确诊病例？,云南迪庆出现1例新冠肺炎确诊病例？,1
石家庄辛集市一市民核酸检测为阳性？,石家庄辛集市一市民核酸检测为阳性？,1
珠海高栏港员工感染“新冠”致封村？,珠海高栏港员工感染“新冠”致封村？,1
深圳福田一市场出现新冠病例？,深圳福田一市场出现新冠病例？,1
新冠疫苗朋友圈开卖？,新冠疫苗朋友圈开卖？,1
交通运输部：游轮复航初期载客率不超过定额50％,交通运输部：游轮复航初期载客率不超过定额50％,2
钦州港两名菲律宾船员核酸检测阳性，疫情风险已上升至三级？,钦州港两名菲律宾船员核酸检测阳性，疫情风险已上升至三级？,1
昌吉市最新消息，将开展全面消杀？,昌吉市最新消息，将开展全面消杀？,1
微信群卖498元新冠疫苗？这十个新出涉疫谣言勿信！,微信群卖498元新冠疫苗？这十个新出涉疫谣言勿信！,3
新冠病毒全球变异毒株超70例,新冠病毒全球变异毒株超70例,2
开学后，学校会完全封闭？,开学后，学校会完全封闭？,3
十一放假大学生能不能离校？,十一放假大学生能不能离校？,3
普京女儿打俄新冠病毒疫苗致死？,普京女儿打俄新冠病毒疫苗致死？,1
博白县发现1名确诊病例的密接者？,博白县发现1名确诊病例的密接者？,1
“健康宝”会泄露个人信息？,“健康宝”会泄露个人信息？,1
新冠病毒不会通过食品和包装传播,新冠病毒不会通过食品和包装传播,2
文旅部：剧院等演出场所观众人数不得超过座位数50%,文旅部：剧院等演出场所观众人数不得超过座位数50%,2
国家卫健委：中小学校要设置临时留观场所,国家卫健委：中小学校要设置临时留观场所,2
“健康宝”头像框变红是异常？,“健康宝”头像框变红是异常？,1
五部门：从澳门进入内地人员不再实行集中隔离医学观察14天,五部门：从澳门进入内地人员不再实行集中隔离医学观察14天,2
山东荣成查出一例新冠肺炎病例、某宾馆被封？,山东荣成查出一例新冠肺炎病例、某宾馆被封？,1
昌吉回族自治州：网传“加强冷冻肉类食品新冠病毒检测的通知”为谣言,昌吉回族自治州：网传“加强冷冻肉类食品新冠病毒检测的通知”为谣言,3
北京确定秋季学期开学时间 中小学、幼儿园、高校错峰返校,北京确定秋季学期开学时间 中小学、幼儿园、高校错峰返校,2
疑似新冠病毒核酸检测阳性冷冻鸡翅流入广西东兴市、北流市？,疑似新冠病毒核酸检测阳性冷冻鸡翅流入广西东兴市、北流市？,1
宜昌红码、黄码人员异动？,宜昌红码、黄码人员异动？,1
青岛某商场进口肉发现新冠病毒，全体员工检测？,青岛某商场进口肉发现新冠病毒，全体员工检测？,1
香港将推出普及全体市民的免费新冠肺炎病毒检测,香港将推出普及全体市民的免费新冠肺炎病毒检测,2
中方相关企业在加销售“假冒”口罩？,中方相关企业在加销售“假冒”口罩？,1
成都青石桥出现疑似新冠病例？,成都青石桥出现疑似新冠病例？,1
齐齐哈尔市龙江县一居民从大连回来后确诊新冠肺炎？,齐齐哈尔市龙江县一居民从大连回来后确诊新冠肺炎？,1
宁波一酒店出现新冠肺炎确诊病例？,宁波一酒店出现新冠肺炎确诊病例？,1
东莞清溪一酒店有人感染新冠病毒？,东莞清溪一酒店有人感染新冠病毒？,1
病毒已发生变异，武汉金银潭医院再次向同济求援？,病毒已发生变异，武汉金银潭医院再次向同济求援？,1
国家卫健委：新疆辽宁两地疫情快速发展势头被有效控制,国家卫健委：新疆辽宁两地疫情快速发展势头被有效控制,2
武汉硚口一小区出现新增确诊病例？,武汉硚口一小区出现新增确诊病例？,1
四川蓬安发现新冠肺炎隔离对象？,四川蓬安发现新冠肺炎隔离对象？,1
中国人禁止出境？,中国人禁止出境？,1
南京市江宁区有新冠肺炎病例？,南京市江宁区有新冠肺炎病例？,1
中俄陆路口岸旅检通道预计9月1日前恢复开通？,中俄陆路口岸旅检通道预计9月1日前恢复开通？,1
天津出现大连输入病例？河东中医医院封院？,天津出现大连输入病例？河东中医医院封院？,1
延吉市场海鲜检出新冠病毒？,延吉市场海鲜检出新冠病毒？,1
浙江瑞安某小区出现新冠肺炎疑似病例？,浙江瑞安某小区出现新冠肺炎疑似病例？,1
荆门沙洋发现乌鲁木齐疫情关联病例？,荆门沙洋发现乌鲁木齐疫情关联病例？,1
“库尔勒市封城”“哄抢物资”？,“库尔勒市封城”“哄抢物资”？,1
西安市北大街发现疫情？,西安市北大街发现疫情？,1
无需参加柬埔寨政府统一防疫隔离，可经金边“成团赴美”？,无需参加柬埔寨政府统一防疫隔离，可经金边“成团赴美”？,1
两部门：高校和快递要做好录取通知书邮件寄递消杀,两部门：高校和快递要做好录取通知书邮件寄递消杀,2
上海市发现一例境外输入新冠肺炎病例？,上海市发现一例境外输入新冠肺炎病例？,1
四川省眉山市新增一例新冠肺炎病例？,四川省眉山市新增一例新冠肺炎病例？,1
酒泉市肃州区封城封路？,酒泉市肃州区封城封路？,1
网传成都高新区一人核酸检测阳性？,网传成都高新区一人核酸检测阳性？,1
武汉开发区新增两例确诊病例？,武汉开发区新增两例确诊病例？,1
湖北十堰某学院有一例输入新冠病例？,湖北十堰某学院有一例输入新冠病例？,1
有人在成都市一医院核酸检测阳性？,有人在成都市一医院核酸检测阳性？,1
乌鲁木齐全市水管大消毒？,乌鲁木齐全市水管大消毒？,1
四川广元失业人员可领疫情补助金？,四川广元失业人员可领疫情补助金？,1
乌鲁木齐将全市开展核酸检测,乌鲁木齐将全市开展核酸检测,2
北京教育系统不组织、不接待各类夏令营等聚集性活动,北京教育系统不组织、不接待各类夏令营等聚集性活动,2
亳州市有南美进口冻白虾检测出新冠病毒？,亳州市有南美进口冻白虾检测出新冠病毒？,1
7月17日，北京市某小区出现新冠肺炎确诊病例？,7月17日，北京市某小区出现新冠肺炎确诊病例？,1
7月15日长垣市新增一例新冠肺炎确诊病例？,7月15日长垣市新增一例新冠肺炎确诊病例？,1
重庆暂停旅行社组织市内游和跨省游？,重庆暂停旅行社组织市内游和跨省游？,1
重庆市沙坪坝区人民医院发现一例新冠肺炎确诊病例？,重庆市沙坪坝区人民医院发现一例新冠肺炎确诊病例？,1
重庆沙坪坝回龙坝一家卖鸡蛋的商家被确诊？,重庆沙坪坝回龙坝一家卖鸡蛋的商家被确诊？,1
黄河水利科学院泥沙研究所职工张某血清检测IgM为阳性？,黄河水利科学院泥沙研究所职工张某血清检测IgM为阳性？,1
国家电影局：低风险地区电影院可于7月20日有序恢复开放营业,国家电影局：低风险地区电影院可于7月20日有序恢复开放营业,2
普兰店区中心医院出现一例核酸检测阳性病例?,普兰店区中心医院出现一例核酸检测阳性病例?,1
大连第二例新冠肺炎确诊病例的亲属被确诊?,大连第二例新冠肺炎确诊病例的亲属被确诊?,1
7月24日起离开大连须持7日内核酸检测阴性证明,7月24日起离开大连须持7日内核酸检测阴性证明,2
新疆九鼎农产品批发市场确诊一例新冠肺炎感染病例？,新疆九鼎农产品批发市场确诊一例新冠肺炎感染病例？,1
新疆一感染者怒烧公交？,新疆一感染者怒烧公交？,1
为应对新冠肺炎疫情，香港将实施“禁足令”？,为应对新冠肺炎疫情，香港将实施“禁足令”？,1
钟南山到新疆了？,钟南山到新疆了？,1
乌鲁木齐新冠疫情是由某女从哈萨克斯坦入境引起？,乌鲁木齐新冠疫情是由某女从哈萨克斯坦入境引起？,1
7月20日起高速再次免费通行，时间延长至今年底？,7月20日起高速再次免费通行，时间延长至今年底？,3
口罩有根5G天线能控制人并致癌？,口罩有根5G天线能控制人并致癌？,1
每天有几百人从国外飞回浙江避疫？,每天有几百人从国外飞回浙江避疫？,1
中国驻莫桑比克大使馆通知在莫公民做病毒核酸检测，为包机回国做必要准备？,中国驻莫桑比克大使馆通知在莫公民做病毒核酸检测，为包机回国做必要准备？,1
中疾控：各地因洪涝灾害致新冠肺炎疫情暴发可能性低,中疾控：各地因洪涝灾害致新冠肺炎疫情暴发可能性低,2
文化和旅游部：旅行社跨省团队游业务可有条件恢复,文化和旅游部：旅行社跨省团队游业务可有条件恢复,2
北京中考的防疫标准比高考低？,北京中考的防疫标准比高考低？,1
北京9月份开学后，学校还都是在网上上课？,北京9月份开学后，学校还都是在网上上课？,3
新冠病毒在疫情发生前或早已潜伏在全世界,新冠病毒在疫情发生前或早已潜伏在全世界,2
新冠肺炎病毒可通过母胎垂直传播？,新冠肺炎病毒可通过母胎垂直传播？,1
新冠病毒可能无法被消灭,新冠病毒可能无法被消灭,2
北京：低风险地区人员不需在进返京时提供核酸阴性证明,北京：低风险地区人员不需在进返京时提供核酸阴性证明,2
假冒政府人员发放含迷药口罩，实为入户抢劫？,假冒政府人员发放含迷药口罩，实为入户抢劫？,1
世卫组织停止羟氯喹、洛匹那韦/利托那韦分支试验,世卫组织停止羟氯喹、洛匹那韦/利托那韦分支试验,2
北京海淀一大型冻库进口牛肉检测出新冠病毒?,北京海淀一大型冻库进口牛肉检测出新冠病毒?,1
7月4日起北京低风险地区人员出京 无需核酸阴性证明,7月4日起北京低风险地区人员出京 无需核酸阴性证明,2
北京：隔离人员禁止参加跨房间跨家庭跨院落聚集性活动,北京：隔离人员禁止参加跨房间跨家庭跨院落聚集性活动,2
核酸检测“混检”结果不可靠？,核酸检测“混检”结果不可靠？,3
南京市鼓楼区新增一例确诊病例？,南京市鼓楼区新增一例确诊病例？,1
福建出现染上新型冠状病毒的牛？,福建出现染上新型冠状病毒的牛？,1
天津武警特色医学中心确诊一名新冠肺炎患者？,天津武警特色医学中心确诊一名新冠肺炎患者？,1
新冠病毒变异了，武汉又有几十人中招？,新冠病毒变异了，武汉又有几十人中招？,1
北京市教育部门要求中小学生暑期不出京？,北京市教育部门要求中小学生暑期不出京？,1
上海虹口金岸大厦发现新冠肺炎密切接触者？,上海虹口金岸大厦发现新冠肺炎密切接触者？,1
中国驻南非大使馆7月10日有中国撤侨包机？,中国驻南非大使馆7月10日有中国撤侨包机？,1
呼家楼十号线地铁口一男子患新冠肺炎？,呼家楼十号线地铁口一男子患新冠肺炎？,1
安宫牛黄丸可预防、治愈新冠肺炎重症？,安宫牛黄丸可预防、治愈新冠肺炎重症？,3
北京丰台：购退热咳嗽药需告知近期是否进出农贸市场,北京丰台：购退热咳嗽药需告知近期是否进出农贸市场,2
治愈、康复后的新冠肺炎患者依然有传染性？,治愈、康复后的新冠肺炎患者依然有传染性？,1
中国从未向世卫组织报告疫情暴发？,中国从未向世卫组织报告疫情暴发？,1
北京石景山万达广场恢复营业？,北京石景山万达广场恢复营业？,1
重庆南川出现确诊病例？,重庆南川出现确诊病例？,1
抗体检测比核酸检测更“靠谱”？需要更大范围推广？,抗体检测比核酸检测更“靠谱”？需要更大范围推广？,3
南宁横县陶圩村民在广东被隔离后，擅自离开去向不明？,南宁横县陶圩村民在广东被隔离后，擅自离开去向不明？,1
薯片会传播新冠病毒，不能吃了？,薯片会传播新冠病毒，不能吃了？,1
中国驻纳米比亚大使馆组织安排回国包机？,中国驻纳米比亚大使馆组织安排回国包机？,1
国家邮政局：北京“快递小哥”核酸检测全部为阴性,国家邮政局：北京“快递小哥”核酸检测全部为阴性,2
沧州市南皮县信和商厦有职工核酸检测阳性？,沧州市南皮县信和商厦有职工核酸检测阳性？,1
河北平泉市某小区一男子核酸检测为阳性？,河北平泉市某小区一男子核酸检测为阳性？,1
“第二波”疫情真的来了吗？,“第二波”疫情真的来了吗？,3
北京市丰台区集中隔离点人员将全部接受核酸和血清抗体检测,北京市丰台区集中隔离点人员将全部接受核酸和血清抗体检测,2
雄安安新县实施全封闭管理,雄安安新县实施全封闭管理,2
北京301医院出现疫情，新增百余封闭小区？,北京301医院出现疫情，新增百余封闭小区？,1
河北顺平林江商厦卖带鱼的老板被隔离？,河北顺平林江商厦卖带鱼的老板被隔离？,1
中国人更易感染新冠病毒？,中国人更易感染新冠病毒？,1
豆制品有毒，不能吃了？,豆制品有毒，不能吃了？,1
福建永辉生鲜物流出现大量无症状感染者？,福建永辉生鲜物流出现大量无症状感染者？,1
五台山不接待北京、河北等地游客?,五台山不接待北京、河北等地游客?,1
河北省新乐市信誉楼有新冠肺炎传播风险？,河北省新乐市信誉楼有新冠肺炎传播风险？,1
鄂牌车车主因新冠肺炎去世未挪车？,鄂牌车车主因新冠肺炎去世未挪车？,1
长沙航班顺丰货机检查出新冠病毒？,长沙航班顺丰货机检查出新冠病毒？,1
江西新余一孕妇从北京回来生孩子确诊？,江西新余一孕妇从北京回来生孩子确诊？,1
安庆市立医院确诊一例新冠肺炎患者？,安庆市立医院确诊一例新冠肺炎患者？,1
宁波高新区新增1例确诊病例？,宁波高新区新增1例确诊病例？,1
北京义利北冰洋2员工感染新冠？,北京义利北冰洋2员工感染新冠？,1
逛杭州某超市绿码会变红码？,逛杭州某超市绿码会变红码？,1
病毒零下20度可存活20年并非指新冠病毒,病毒零下20度可存活20年并非指新冠病毒,3
霞山东风市场三文鱼店查出冠状病毒？,霞山东风市场三文鱼店查出冠状病毒？,1
南昌自来水加大氯气注入 需静置两小时以上再用？,南昌自来水加大氯气注入 需静置两小时以上再用？,1
用酒精涂抹鼻腔可预防新冠肺炎的发病？,用酒精涂抹鼻腔可预防新冠肺炎的发病？,1
河南居民感染新冠肺炎？,河南居民感染新冠肺炎？,1
上海地铁11号线因有新冠患者突然暂停？,上海地铁11号线因有新冠患者突然暂停？,1
广西有人3次检测呈阳性？,广西有人3次检测呈阳性？,1
蚊蝇可以传播新冠病毒？,蚊蝇可以传播新冠病毒？,1
2020年朝阳中小学暑假时间定了？,2020年朝阳中小学暑假时间定了？,1
南昌民德路锦江之星酒店发现有俄罗斯人患新冠肺炎？,南昌民德路锦江之星酒店发现有俄罗斯人患新冠肺炎？,1
肉蛋鱼、海鲜不能吃了？,肉蛋鱼、海鲜不能吃了？,3
北京：瞒报、谎报健康宝状态将被依法追责,北京：瞒报、谎报健康宝状态将被依法追责,2
对离京人员一律隔离14天？,对离京人员一律隔离14天？,3
上海30天内禁止跨省旅游团？,上海30天内禁止跨省旅游团？,1
交通运输部：端午节及今后一段时期继续暂停省际旅游客运,交通运输部：端午节及今后一段时期继续暂停省际旅游客运,2
市民路过中高风险地区健康码会变色？,市民路过中高风险地区健康码会变色？,1
疫情防控不放松！这些最新谣言要明辨,疫情防控不放松！这些最新谣言要明辨,3
国家卫生健康委疾控局：中高风险地区的高考考生要全程佩戴口罩,国家卫生健康委疾控局：中高风险地区的高考考生要全程佩戴口罩,2
四川甘孜石渠确诊1例新冠肺炎？,四川甘孜石渠确诊1例新冠肺炎？,1
因新发地回来的司机，包头一市场发现疫情？,因新发地回来的司机，包头一市场发现疫情？,1
陕西宝鸡发现2例疑似新冠病例？,陕西宝鸡发现2例疑似新冠病例？,1
北京丰台一小区断粮？,北京丰台一小区断粮？,1
重庆渝中区解放碑出现确诊病例？,重庆渝中区解放碑出现确诊病例？,1
河南漯河出现一例新冠肺炎患者？,河南漯河出现一例新冠肺炎患者？,1
深圳地铁9号线封了？,深圳地铁9号线封了？,1
深圳福田区发现自北京抵深确诊病例？,深圳福田区发现自北京抵深确诊病例？,1
钟南山来北京了？,钟南山来北京了？,1
北京：三类涉疫人群严禁出京 民航铁路对出京人员查验核酸检测阴性证明,北京：三类涉疫人群严禁出京 民航铁路对出京人员查验核酸检测阴性证明,2
打消疑虑看清真相！逐一粉碎关于北京疫情的这些谣言,打消疑虑看清真相！逐一粉碎关于北京疫情的这些谣言,3
北京：严格出京管理，并不意味着封城,北京：严格出京管理，并不意味着封城,2
石家庄市无极县出现新冠肺炎确诊病例？,石家庄市无极县出现新冠肺炎确诊病例？,1
广西一酒店接待北京客人致20多人发烧被隔离？,广西一酒店接待北京客人致20多人发烧被隔离？,1
李兰娟认为北京新冠疫情可能将全面大暴发？,李兰娟认为北京新冠疫情可能将全面大暴发？,1
邢台南宫某超市员工去新发地批发购物，现已被隔离，有人核酸阳性？,邢台南宫某超市员工去新发地批发购物，现已被隔离，有人核酸阳性？,1
武汉雄楚广场2家酒店分别发现2例新冠肺炎？,武汉雄楚广场2家酒店分别发现2例新冠肺炎？,1
常州某小区有新冠肺炎确诊病例，被防疫车送到三院？,常州某小区有新冠肺炎确诊病例，被防疫车送到三院？,1
上海嘉里中心3名北京来沪人员发烧？,上海嘉里中心3名北京来沪人员发烧？,1
天津蓟州区下仓镇封村，批发水果村民新冠检测阳性？,天津蓟州区下仓镇封村，批发水果村民新冠检测阳性？,1
北京西城区金融街链家地产经纪人已确诊新冠肺炎？,北京西城区金融街链家地产经纪人已确诊新冠肺炎？,1
福州一酒店北京客人核酸检测阳性？,福州一酒店北京客人核酸检测阳性？,1
河北文安一菜市场出现夫妻新冠肺炎，已隔离？,河北文安一菜市场出现夫妻新冠肺炎，已隔离？,1
铁路部门公布进出北京地区列车免费退票措施,铁路部门公布进出北京地区列车免费退票措施,2
防风险堵漏洞，遏制谣言不手软！,防风险堵漏洞，遏制谣言不手软！,3
北京突发公共卫生事件应急响应级别上调为二级,北京突发公共卫生事件应急响应级别上调为二级,2
工体夜店和附近餐厅从业人员检测出新冠病毒？谣言,工体夜店和附近餐厅从业人员检测出新冠病毒？谣言,1
新发地几万人被运送到河北唐山隔离？谣言,新发地几万人被运送到河北唐山隔离？谣言,1
北京多条高速公路双向封闭？谣言,北京多条高速公路双向封闭？谣言,1
15日起持有效签证和居留许可的外国人无法入境？谣言,15日起持有效签证和居留许可的外国人无法入境？谣言,1
北京自来水加大氯气注入，需静置两小时以上再用？,北京自来水加大氯气注入，需静置两小时以上再用？,1
发往北京的快递停运？,发往北京的快递停运？,1
进京高速因疫情影响封路？,进京高速因疫情影响封路？,1
天津王顶堤批发市场检出十几个新冠病毒携带者？,天津王顶堤批发市场检出十几个新冠病毒携带者？,1
非常时期，莫让谣言给大伙儿添堵！,非常时期，莫让谣言给大伙儿添堵！,3
交通运输部：高风险地区地铁满载率应低于50%,交通运输部：高风险地区地铁满载率应低于50%,2
北京养老服务机构恢复执行二级疫情防控标准,北京养老服务机构恢复执行二级疫情防控标准,2
北京五棵松华熙“沦陷”？,北京五棵松华熙“沦陷”？,1
绥芬河口岸旅检通道将于6月16日起重新开放？,绥芬河口岸旅检通道将于6月16日起重新开放？,1
北京地铁为防疫情卸掉座椅？,北京地铁为防疫情卸掉座椅？,1
北京用大数据锁定35万人筛查病毒？,北京用大数据锁定35万人筛查病毒？,1
北京市教委发布7条校园“新规”：上课全程戴口罩,北京市教委发布7条校园“新规”：上课全程戴口罩,2
北京断粮了？,北京断粮了？,1
咽拭子阳性就意味确诊新冠肺炎？,咽拭子阳性就意味确诊新冠肺炎？,3
到北京欢乐谷游玩的宋某核酸检测呈阳性？,到北京欢乐谷游玩的宋某核酸检测呈阳性？,1
湖北突发公共卫生应急响应级别今日起下调至三级,湖北突发公共卫生应急响应级别今日起下调至三级,2
国家卫健委：发热门诊就诊患者必须进行核酸检测,国家卫健委：发热门诊就诊患者必须进行核酸检测,2
通过停车场汽车数量推断疫情发生时间？,通过停车场汽车数量推断疫情发生时间？,1
中国参与了虚假信息宣传以扩大自身影响？,中国参与了虚假信息宣传以扩大自身影响？,1
钟南山说，第二个疫情高峰要来？,钟南山说，第二个疫情高峰要来？,1
新冠病毒不会倏然而去，冬秋季节要存戒惧之心,新冠病毒不会倏然而去，冬秋季节要存戒惧之心,2
用漂白剂洗水果蔬菜可预防新冠病毒？,用漂白剂洗水果蔬菜可预防新冠病毒？,1
感染新型冠状病毒男性生育力会受影响？,感染新型冠状病毒男性生育力会受影响？,1
中国石化熔喷布价格上调24%？,中国石化熔喷布价格上调24%？,1
中国妨碍西方研发新冠疫苗？,中国妨碍西方研发新冠疫苗？,1
口服或者注射消毒液是无稽之谈,口服或者注射消毒液是无稽之谈,2
中外关系因疫情变消极？,中外关系因疫情变消极？,1
宝鸡市政府发口罩费了？,宝鸡市政府发口罩费了？,1
中国新冠肺炎治愈率达到94.3%,中国新冠肺炎治愈率达到94.3%,2
中医药参与救治新冠肺炎确诊病例占比达92%,中医药参与救治新冠肺炎确诊病例占比达92%,2
中国媒体发布抗疫不实信息？,中国媒体发布抗疫不实信息？,1
6月6日起，天津市疫情防控应急响应级别由二级调整为三级,6月6日起，天津市疫情防控应急响应级别由二级调整为三级,2
网传四川乐山2020年暑假放假和开学时间？,网传四川乐山2020年暑假放假和开学时间？,1
6月6日起，河北省应急响应级别下调为三级,6月6日起，河北省应急响应级别下调为三级,2
北京解除湖北人员进京限制,北京解除湖北人员进京限制,2
打工男子恶意将新冠病毒从湖北带回河南安阳？,打工男子恶意将新冠病毒从湖北带回河南安阳？,1
贵阳出现“复阳”病例？,贵阳出现“复阳”病例？,1
6月6日起，北京应急响应级别下调为三级,6月6日起，北京应急响应级别下调为三级,2
福州市小学预报名6月16日开始？,福州市小学预报名6月16日开始？,1
哈尔滨市部分学校出现无症状感染者？,哈尔滨市部分学校出现无症状感染者？,1
2020年6月1日起，濮阳恢复机动车尾号限行措施？,2020年6月1日起，濮阳恢复机动车尾号限行措施？,1
文化和旅游部：有序恢复社会艺术水平考级活动,文化和旅游部：有序恢复社会艺术水平考级活动,2
民航局：风险可控前提下 可适度增加部分具备条件国家航班增幅,民航局：风险可控前提下 可适度增加部分具备条件国家航班增幅,2
新冠肺炎的R0是5.7，高于常见的流行病？,新冠肺炎的R0是5.7，高于常见的流行病？,1
吉林省舒兰市风险等级由高风险调整为低风险,吉林省舒兰市风险等级由高风险调整为低风险,2
武汉完成近990万人集中核酸检测 无症状感染者检出率仅0.303/万,武汉完成近990万人集中核酸检测 无症状感染者检出率仅0.303/万,2
常州溧阳一小学多名学生发热？,常州溧阳一小学多名学生发热？,1
